Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D21;;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D24;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D21;Mean Cop_pro_D24;;
Zotu1484;0.04903;0.0813;91.06;9.43;36.8;;;;;;Zotu105;0.05694;0.07412;90.7;36.3;7.17;;;;;Zotu234;0.03532;0.06085;91.37;22.8;1.67;;
Zotu121;0.04893;0.08114;91.14;34.6;6.5;;;;;;Zotu1673;0.05667;0.07376;90.77;34;0;;;;;Zotu1171;0.03528;0.06077;91.43;26.8;6.25;;
Zotu1685;0.04825;0.08002;91.22;3.71;32.7;;;;;;Zotu260;0.05661;0.07368;90.85;34.1;0.25;;;;;Zotu1045;0.03525;0.06073;91.49;26.4;8.58;;
Zotu487;0.04794;0.0795;91.3;29;19.2;;;;;;Zotu535;0.05528;0.07195;90.92;22.9;39;;;;;Zotu202;0.03472;0.05982;91.55;8.08;27.7;;
Zotu2112;0.04571;0.07581;91.38;28.4;1;;;;;;Zotu365;0.05496;0.07154;90.99;39.3;43.8;;;;;Zotu491;0.03444;0.05934;91.61;0.25;20.9;;
Zotu1335;0.04565;0.07571;91.45;27.6;0.25;;;;;;Zotu1045;0.0549;0.07146;91.06;34.3;8.58;;;;;Zotu116;0.03403;0.05862;91.67;0.25;20.5;;
Zotu2163;0.04563;0.07568;91.53;27.7;0.333;;;;;;Zotu1422;0.05446;0.07089;91.13;6.57;35.6;;;;;Zotu349;0.03398;0.05854;91.73;0.667;20.7;;
Zotu1855;0.0455;0.07545;91.61;31.6;12.4;;;;;;Zotu437;0.05304;0.06903;91.2;33.3;3.92;;;;;Zotu28;0.03373;0.0581;91.79;5.17;23.8;;
Zotu63;0.04508;0.07476;91.68;4.14;29.7;;;;;;Zotu16;0.05131;0.06678;91.27;37.3;8;;;;;Zotu126;0.03368;0.05802;91.85;9.67;22.7;;
Zotu370;0.04407;0.07308;91.75;4;30.4;;;;;;Zotu1580;0.05111;0.06653;91.34;18.4;37.5;;;;;Zotu322;0.03347;0.05766;91.9;0.167;20;;
Zotu1129;0.04387;0.07275;91.83;0.429;26.8;;;;;;Zotu69;0.05107;0.06647;91.4;36.1;13.2;;;;;Zotu52;0.03343;0.05758;91.96;18.3;19.1;;
Zotu556;0.04341;0.07199;91.9;29;3.83;;;;;;Zotu245;0.05028;0.06544;91.47;5.86;35.3;;;;;Zotu823;0.0334;0.05754;92.02;22.8;2.92;;
Zotu236;0.04268;0.07078;91.97;0.143;25.8;;;;;;Zotu232;0.05014;0.06526;91.53;0;30.1;;;;;Zotu183;0.03282;0.05655;92.08;16.8;15.8;;
Zotu175;0.0422;0.06999;92.04;3.29;27.9;;;;;;Zotu764;0.04841;0.06301;91.6;32.7;3.67;;;;;Zotu146;0.03257;0.05611;92.13;0.917;20.1;;
Zotu28;0.04163;0.06903;92.11;30.1;5.17;;;;;;Zotu125;0.04794;0.06239;91.66;30;2;;;;;Zotu490;0.03255;0.05607;92.19;22.9;27.6;;
Zotu17;0.04149;0.0688;92.18;15.3;35.3;;;;;;Zotu1855;0.04752;0.06185;91.72;31.6;5.92;;;;;Zotu255;0.03236;0.05575;92.24;20.3;0.917;;
Zotu57;0.04127;0.06844;92.24;6.57;30.2;;;;;;Zotu1557;0.04694;0.0611;91.78;23.6;43.8;;;;;Zotu1839;0.03183;0.05483;92.3;4.83;20.9;;
Zotu1650;0.04085;0.06775;92.31;25.4;0.917;;;;;;Zotu215;0.04643;0.06043;91.84;0.143;28;;;;;Zotu160;0.03157;0.05439;92.35;1.92;18.7;;
Zotu137;0.04077;0.06762;92.38;18.1;28.4;;;;;;Zotu1335;0.04595;0.05981;91.9;27.6;0;;;;;Zotu408;0.03144;0.05415;92.41;13;17.6;;
Zotu2213;0.04044;0.06706;92.45;24.7;0.5;;;;;;Zotu352;0.04583;0.05966;91.96;1.43;28.5;;;;;Zotu2240;0.0309;0.05324;92.46;21.7;12.3;;
Zotu527;0.03901;0.06469;92.51;24.6;1.17;;;;;;Zotu556;0.04573;0.05953;92.02;29;1.58;;;;;Zotu372;0.0306;0.05272;92.51;0.917;18.8;;
Zotu823;0.03817;0.06331;92.58;40.1;22.8;;;;;;Zotu2163;0.04526;0.05891;92.08;27.7;0.583;;;;;Zotu1793;0.03002;0.05172;92.57;26;13.7;;
Zotu1010;0.03772;0.06255;92.64;8;30.3;;;;;;Zotu208;0.04508;0.05868;92.14;0.286;27.2;;;;;Zotu704;0.03002;0.05172;92.62;26.7;11.8;;
Zotu1926;0.03702;0.0614;92.7;0.286;22.5;;;;;;Zotu1861;0.04506;0.05865;92.2;3.29;28.1;;;;;Zotu437;0.02993;0.05156;92.67;19.9;3.92;;
Zotu346;0.037;0.06137;92.76;22.1;0.417;;;;;;Zotu487;0.04488;0.05842;92.26;29;4.67;;;;;Zotu238;0.02958;0.05096;92.72;20.8;3.08;;
Zotu768;0.0369;0.0612;92.82;25.4;18;;;;;;Zotu263;0.04488;0.05842;92.31;1.71;27.3;;;;;Zotu1468;0.02905;0.05005;92.77;18.1;0.75;;
Zotu704;0.03675;0.06094;92.88;35.7;26.7;;;;;;Zotu2254;0.04442;0.05782;92.37;11;34.8;;;;;Zotu987;0.02894;0.04985;92.82;2.42;19.3;;
Zotu189;0.03639;0.06035;92.94;22;0.167;;;;;;Zotu156;0.04341;0.05651;92.43;2;26.8;;;;;Zotu465;0.02856;0.04921;92.87;2.83;17.9;;
Zotu1848;0.03633;0.06025;93;2.29;24.1;;;;;;Zotu175;0.0429;0.05583;92.48;3.29;27.7;;;;;Zotu172;0.02847;0.04905;92.92;17.8;3.75;;
Zotu238;0.03448;0.05719;93.06;0.143;20.8;;;;;;Zotu490;0.04256;0.0554;92.54;2.43;27.6;;;;;Zotu41;0.02833;0.04881;92.97;1.33;18.3;;
Zotu193;0.0344;0.05705;93.12;5.86;26.3;;;;;;Zotu2112;0.04254;0.05537;92.59;28.4;4.5;;;;;Zotu329;0.02826;0.04869;93.02;21.4;6.42;;
Zotu490;0.03423;0.05676;93.17;2.43;22.9;;;;;;Zotu1650;0.04183;0.05444;92.65;25.4;0.333;;;;;Zotu384;0.02787;0.04801;93.06;6.5;18.3;;
Zotu1637;0.03389;0.0562;93.23;21.1;0.833;;;;;;Zotu704;0.04179;0.05439;92.7;35.7;11.8;;;;;Zotu314;0.02785;0.04797;93.11;0.5;16.8;;
Zotu286;0.03389;0.0562;93.29;24.6;40.7;;;;;;Zotu97;0.04063;0.05289;92.76;16.6;24.5;;;;;Zotu118;0.02775;0.04781;93.16;20.2;5.58;;
Zotu101;0.03329;0.05521;93.34;17.3;14.2;;;;;;Zotu2213;0.04063;0.05289;92.81;24.7;0.333;;;;;Zotu768;0.02757;0.04749;93.21;18;1.5;;
Zotu247;0.03288;0.05452;93.4;11.7;25.8;;;;;;Zotu527;0.0404;0.05258;92.86;24.6;0.333;;;;;Zotu487;0.02755;0.04745;93.25;19.2;4.67;;
Zotu1949;0.03258;0.05403;93.45;19.7;0.167;;;;;;Zotu768;0.04012;0.05222;92.91;25.4;1.5;;;;;Zotu1002;0.0275;0.04737;93.3;17.5;1.08;;
Zotu122;0.03177;0.05268;93.5;20;1.08;;;;;;Zotu223;0.04008;0.05217;92.97;24.7;0.667;;;;;Zotu2068;0.02727;0.04698;93.35;17.9;16.8;;
Zotu677;0.03173;0.05261;93.56;21.3;2.25;;;;;;Zotu202;0.03976;0.05175;93.02;10.9;27.7;;;;;Zotu451;0.02722;0.0469;93.4;6.92;17.4;;
Zotu2240;0.03171;0.05258;93.61;2.86;21.7;;;;;;Zotu42;0.03938;0.05126;93.07;12.4;23.8;;;;;Zotu507;0.02711;0.0467;93.44;12.1;20.8;;
Zotu418;0.03081;0.0511;93.66;20.3;2.08;;;;;;Zotu308;0.03833;0.04989;93.12;0;23;;;;;Zotu177;0.02674;0.04606;93.49;18.8;3.08;;
Zotu1171;0.03065;0.05084;93.71;22.7;26.8;;;;;;Zotu188;0.03808;0.04956;93.17;4.14;26.3;;;;;Zotu29;0.02625;0.04522;93.53;19.5;15.5;;
Zotu827;0.03014;0.04998;93.76;18.1;0.0833;;;;;;Zotu346;0.0377;0.04907;93.22;22.1;1.5;;;;;Zotu293;0.02563;0.04414;93.58;18.2;3.08;;
Zotu329;0.03006;0.04985;93.81;4.14;21.4;;;;;;Zotu126;0.03762;0.04896;93.27;0.143;22.7;;;;;Zotu1848;0.02468;0.04251;93.62;24.1;14.7;;
Zotu293;0.03004;0.04982;93.86;0.143;18.2;;;;;;Zotu2052;0.03748;0.04878;93.32;1.71;22.4;;;;;Zotu296;0.02451;0.04223;93.66;1.25;15.6;;
Zotu223;0.02988;0.04955;93.91;24.7;8.83;;;;;;Zotu64;0.03744;0.04873;93.36;2.14;23.6;;;;;Zotu434;0.02426;0.04179;93.7;1.33;15.4;;
Zotu1468;0.02942;0.0488;93.96;0.429;18.1;;;;;;Zotu371;0.03716;0.04837;93.41;3;23.3;;;;;Zotu359;0.02419;0.04167;93.75;0.583;15;;
Zotu1995;0.0294;0.04876;94.01;19.6;2.5;;;;;;Zotu189;0.03667;0.04773;93.46;22;0;;;;;Zotu386;0.02375;0.04091;93.79;15.1;0.833;;
Zotu172;0.02891;0.04794;94.05;0.429;17.8;;;;;;Zotu136;0.03665;0.0477;93.51;0.143;21.9;;;;;Zotu240;0.02368;0.04079;93.83;3.33;14.6;;
Zotu764;0.02837;0.04705;94.1;32.7;17.5;;;;;;Zotu28;0.03643;0.04742;93.56;30.1;23.8;;;;;Zotu563;0.02345;0.0404;93.87;9.25;15;;
Zotu248;0.02821;0.04679;94.15;19.4;2.5;;;;;;Zotu491;0.03462;0.04507;93.6;0.143;20.9;;;;;Zotu336;0.02336;0.04024;93.91;16.4;2.58;;
Zotu398;0.0281;0.04659;94.2;16.9;0;;;;;;Zotu1839;0.03438;0.04476;93.64;0.286;20.9;;;;;Zotu479;0.02333;0.0402;93.95;0;14;;
Zotu255;0.0277;0.04593;94.24;3.71;20.3;;;;;;Zotu349;0.03433;0.04468;93.69;0.143;20.7;;;;;Zotu294;0.02331;0.04016;93.99;1.25;14.7;;
Zotu42;0.02758;0.04574;94.29;12.4;20;;;;;;Zotu67;0.03425;0.04457;93.73;24;10.2;;;;;Zotu764;0.02306;0.03972;94.03;17.5;3.67;;
Zotu183;0.02744;0.04551;94.33;0.286;16.8;;;;;;Zotu116;0.03409;0.04437;93.78;0.143;20.5;;;;;Zotu452;0.02303;0.03968;94.07;18.6;6.08;;
Zotu1002;0.02722;0.04514;94.38;1.29;17.5;;;;;;Zotu286;0.03397;0.04421;93.82;24.6;4.5;;;;;Zotu66;0.02292;0.03948;94.11;8.42;13.8;;
Zotu208;0.02696;0.04472;94.42;0.286;16.4;;;;;;Zotu677;0.03395;0.04419;93.87;21.3;0.917;;;;;Zotu2109;0.02285;0.03936;94.15;18.1;13.5;;
Zotu167;0.02599;0.0431;94.47;16.1;2.67;;;;;;Zotu322;0.03357;0.0437;93.91;0.286;20;;;;;Zotu278;0.02275;0.0392;94.19;0.0833;13.7;;
Zotu2068;0.02462;0.04083;94.51;4.57;17.9;;;;;;Zotu1637;0.03343;0.04352;93.95;21.1;1.08;;;;;Zotu214;0.02275;0.0392;94.23;0.75;13.8;;
Zotu118;0.02377;0.03942;94.55;9.14;20.2;;;;;;Zotu146;0.03315;0.04315;94;0.286;20.1;;;;;Zotu745;0.02271;0.03912;94.26;3.67;15.7;;
Zotu29;0.02361;0.03916;94.58;8.86;19.5;;;;;;Zotu1949;0.03286;0.04277;94.04;19.7;0;;;;;Zotu33;0.02257;0.03888;94.3;10.6;15;;
Zotu131;0.02359;0.03912;94.62;14.4;0.417;;;;;;Zotu1003;0.03272;0.04259;94.08;20.3;4.58;;;;;Zotu871;0.02183;0.0376;94.34;14.2;1.17;;
Zotu1817;0.02347;0.03893;94.66;16.4;9.92;;;;;;Zotu1284;0.03262;0.04246;94.13;8.14;22.3;;;;;Zotu884;0.02162;0.03725;94.38;0.333;13.3;;
Zotu452;0.02308;0.03827;94.7;4.86;18.6;;;;;;Zotu418;0.03254;0.04235;94.17;20.3;4.17;;;;;Zotu1379;0.02144;0.03693;94.41;0.167;13;;
Zotu227;0.02262;0.03751;94.74;1.43;15;;;;;;Zotu122;0.03224;0.04197;94.21;20;1.75;;;;;Zotu112;0.02116;0.03645;94.45;13.8;1.33;;
Zotu386;0.02244;0.03721;94.78;5.71;15.1;;;;;;Zotu987;0.03222;0.04194;94.25;0;19.3;;;;;Zotu227;0.02093;0.03605;94.49;15;12.2;;
Zotu339;0.0222;0.03682;94.81;13.9;0.75;;;;;;Zotu507;0.03113;0.04052;94.29;9.29;20.8;;;;;Zotu1020;0.02076;0.03577;94.52;7.33;16;;
Zotu264;0.02214;0.03672;94.85;13.3;0;;;;;;Zotu160;0.03111;0.04049;94.33;0;18.7;;;;;Zotu472;0.02067;0.03561;94.56;10.1;9.42;;
Zotu234;0.02204;0.03656;94.89;16.1;22.8;;;;;;Zotu372;0.03054;0.03975;94.37;2.43;18.8;;;;;Zotu101;0.02058;0.03545;94.59;14.2;3.42;;
Zotu203;0.02192;0.03636;94.92;13.9;0.75;;;;;;Zotu827;0.03024;0.03936;94.41;18.1;0;;;;;Zotu458;0.02028;0.03493;94.63;9.92;15.3;;
Zotu159;0.02179;0.03613;94.96;18;5.67;;;;;;Zotu1995;0.03018;0.03928;94.45;19.6;1.75;;;;;Zotu996;0.02019;0.03477;94.66;16;4.08;;
Zotu408;0.02167;0.03593;94.99;0;13;;;;;;Zotu384;0.03012;0.0392;94.49;0.429;18.3;;;;;Zotu394;0.01986;0.03422;94.7;1.42;12.6;;
Zotu2156;0.02157;0.03577;95.03;0.143;13.1;;;;;;Zotu41;0.03008;0.03915;94.53;0.286;18.3;;;;;Zotu313;0.01984;0.03418;94.73;5.67;11;;
Zotu871;0.02151;0.03567;95.07;1.29;14.2;;;;;;Zotu465;0.02954;0.03845;94.57;0.286;17.9;;;;;Zotu2014;0.01954;0.03366;94.77;13.6;2.08;;
Zotu142;0.01974;0.03274;95.1;12.9;1.25;;;;;;Zotu1171;0.0295;0.0384;94.61;22.7;6.25;;;;;Zotu121;0.01954;0.03366;94.8;6.5;10.8;;
Zotu246;0.01966;0.03261;95.13;1;12.8;;;;;;Zotu408;0.02931;0.03814;94.64;0;17.6;;;;;Zotu323;0.01942;0.03346;94.83;7.17;12.8;;
Zotu416;0.0194;0.03218;95.16;12.9;7.5;;;;;;Zotu101;0.02815;0.03665;94.68;17.3;3.42;;;;;Zotu2008;0.01919;0.03306;94.87;4.83;12.9;;
Zotu653;0.01937;0.03211;95.2;13;6.5;;;;;;Zotu398;0.0281;0.03657;94.72;16.9;0;;;;;Zotu16;0.01914;0.03298;94.9;8.5;8;;
Zotu1743;0.01935;0.03208;95.23;12.9;1.25;;;;;;Zotu247;0.02808;0.03654;94.75;11.7;14.3;;;;;Zotu624;0.019;0.03274;94.93;11.9;5.33;;
Zotu2016;0.01931;0.03202;95.26;0.429;11.9;;;;;;Zotu314;0.02806;0.03652;94.79;0;16.8;;;;;Zotu592;0.01896;0.03266;94.96;0.25;11.5;;
Zotu166;0.01915;0.03175;95.29;3.43;12.3;;;;;;Zotu451;0.028;0.03644;94.83;1.71;17.4;;;;;Zotu718;0.0188;0.03238;95;2.08;12.6;;
Zotu194;0.01889;0.03132;95.32;0;11.3;;;;;;Zotu1484;0.02788;0.03628;94.86;9.43;17.9;;;;;Zotu206;0.01877;0.03234;95.03;9.42;14;;
Zotu59;0.01883;0.03123;95.35;3.14;14.1;;;;;;Zotu1685;0.02663;0.03466;94.9;3.71;17.2;;;;;Zotu994;0.01843;0.03174;95.06;0.167;11.2;;
Zotu440;0.01883;0.03123;95.39;14.9;4.25;;;;;;Zotu167;0.02651;0.0345;94.93;16.1;0.333;;;;;Zotu348;0.01819;0.03134;95.09;11.3;0.333;;
Zotu566;0.01855;0.03076;95.42;5.71;13.4;;;;;;Zotu1817;0.02645;0.03443;94.97;16.4;11.4;;;;;Zotu566;0.01812;0.03122;95.12;13.4;4.67;;
Zotu2014;0.01823;0.03024;95.45;3;13.6;;;;;;Zotu2068;0.02643;0.0344;95;4.57;16.8;;;;;Zotu517;0.01792;0.03087;95.15;2.75;13;;
Zotu58;0.01817;0.03014;95.48;6.57;10.8;;;;;;Zotu183;0.02607;0.03393;95.04;0.286;15.8;;;;;Zotu2218;0.01789;0.03083;95.19;0.917;11.3;;
Zotu507;0.01804;0.02991;95.51;9.29;12.1;;;;;;Zotu745;0.02556;0.03326;95.07;0.429;15.7;;;;;Zotu166;0.01775;0.03059;95.22;12.3;2.42;;
Zotu177;0.01722;0.02856;95.53;9.71;18.8;;;;;;Zotu359;0.025;0.03254;95.1;0;15;;;;;Zotu1855;0.01766;0.03043;95.25;12.4;5.92;;
Zotu191;0.01712;0.0284;95.56;10.1;2.58;;;;;;Zotu234;0.02496;0.03249;95.13;16.1;1.67;;;;;Zotu1817;0.01736;0.02991;95.28;9.92;11.4;;
Zotu228;0.01698;0.02817;95.59;11.9;1.83;;;;;;Zotu434;0.02482;0.03231;95.17;0.571;15.4;;;;;Zotu229;0.01731;0.02983;95.31;6.33;12.3;;
Zotu336;0.01692;0.02807;95.62;8.43;16.4;;;;;;Zotu1344;0.02482;0.03231;95.2;21.3;21.6;;;;;Zotu2016;0.01727;0.02975;95.34;11.9;7.42;;
Zotu472;0.01681;0.02787;95.65;0;10.1;;;;;;Zotu214;0.02452;0.03192;95.23;3.71;13.8;;;;;Zotu165;0.01653;0.02847;95.36;3.08;8.33;;
Zotu348;0.01673;0.02774;95.67;1.86;11.3;;;;;;Zotu240;0.02431;0.03164;95.26;0;14.6;;;;;Zotu312;0.01646;0.02835;95.39;0.917;9.42;;
Zotu65;0.01663;0.02757;95.7;7.43;6.5;;;;;;Zotu296;0.02423;0.03153;95.29;2.71;15.6;;;;;Zotu500;0.01641;0.02827;95.42;5.33;11.1;;
Zotu686;0.01641;0.02721;95.73;11.6;3.75;;;;;;Zotu294;0.02413;0.0314;95.32;0.286;14.7;;;;;Zotu600;0.0162;0.02791;95.45;0.25;9.75;;
Zotu182;0.01611;0.02672;95.76;10.3;5.67;;;;;;Zotu152;0.02397;0.0312;95.36;1.71;16;;;;;Zotu58;0.01618;0.02787;95.48;10.8;8;;
Zotu280;0.01601;0.02655;95.78;0.143;9.75;;;;;;Zotu1917;0.02357;0.03068;95.39;1.57;15.5;;;;;Zotu749;0.01616;0.02783;95.5;10.2;1.33;;
Zotu126;0.01591;0.02639;95.81;0.143;9.67;;;;;;Zotu131;0.02335;0.0304;95.42;14.4;0.583;;;;;Zotu246;0.01565;0.02696;95.53;12.8;4.5;;
Zotu206;0.01569;0.02603;95.84;0;9.42;;;;;;Zotu206;0.02333;0.03037;95.45;0;14;;;;;Zotu73;0.01514;0.02608;95.56;4.5;11.3;;
Zotu998;0.0154;0.02553;95.86;9.86;3.17;;;;;;Zotu479;0.02333;0.03037;95.48;0;14;;;;;Zotu1943;0.01505;0.02592;95.58;4;11;;
Zotu447;0.01536;0.02547;95.89;0.286;9.5;;;;;;Zotu278;0.02278;0.02965;95.51;0;13.7;;;;;Zotu1624;0.015;0.02584;95.61;0.583;9.17;;
Zotu624;0.01502;0.02491;95.91;7.86;11.9;;;;;;Zotu339;0.02264;0.02947;95.54;13.9;0.583;;;;;Zotu180;0.01477;0.02544;95.63;10.2;1.33;;
Zotu390;0.015;0.02488;95.94;1;10;;;;;;Zotu66;0.02232;0.02905;95.57;4.14;13.8;;;;;Zotu45;0.01424;0.02452;95.66;8.25;8;;
Zotu1334;0.015;0.02488;95.96;9;0;;;;;;Zotu1020;0.02226;0.02898;95.59;5.57;16;;;;;Zotu65;0.014;0.02413;95.68;6.5;7.17;;
Zotu749;0.01496;0.02481;95.99;1.71;10.2;;;;;;Zotu458;0.02214;0.02882;95.62;3.57;15.3;;;;;Zotu447;0.01398;0.02409;95.71;9.5;1.25;;
Zotu2106;0.0147;0.02438;96.01;1.14;9.92;;;;;;Zotu884;0.02208;0.02874;95.65;0;13.3;;;;;Zotu190;0.01394;0.02401;95.73;0.167;8.33;;
Zotu1883;0.0144;0.02389;96.03;9.43;0.833;;;;;;Zotu264;0.022;0.02864;95.68;13.3;0.0833;;;;;Zotu223;0.01389;0.02393;95.76;8.83;0.667;;
Zotu449;0.01421;0.02356;96.06;1.14;9.67;;;;;;Zotu1379;0.02167;0.0282;95.71;0;13;;;;;Zotu280;0.01382;0.02381;95.78;9.75;1.83;;
Zotu202;0.01415;0.02346;96.08;10.9;8.08;;;;;;Zotu517;0.02167;0.0282;95.74;0;13;;;;;Zotu390;0.01375;0.02369;95.8;10;1.75;;
Zotu699;0.01413;0.02343;96.1;9;1;;;;;;Zotu416;0.02153;0.02802;95.77;12.9;5.25;;;;;Zotu816;0.0137;0.02361;95.83;0.167;8.17;;
Zotu924;0.01389;0.02303;96.13;7.29;5.5;;;;;;Zotu2008;0.02133;0.02776;95.79;0.143;12.9;;;;;Zotu281;0.01319;0.02273;95.85;8.92;1.08;;
Zotu1565;0.01371;0.02274;96.15;8.29;0.0833;;;;;;Zotu142;0.02129;0.02771;95.82;12.9;0.0833;;;;;Zotu1931;0.0131;0.02257;95.87;7.92;0.0833;;
Zotu281;0.01371;0.02274;96.17;0.857;8.92;;;;;;Zotu1848;0.02119;0.02758;95.85;2.29;14.7;;;;;Zotu586;0.01306;0.02249;95.89;1;8.08;;
Zotu458;0.01347;0.02234;96.2;3.57;9.92;;;;;;Zotu1743;0.02115;0.02753;95.88;12.9;0.167;;;;;Zotu407;0.01306;0.02249;95.92;5.67;9.5;;
Zotu802;0.01323;0.02195;96.22;0.143;8.08;;;;;;Zotu440;0.02103;0.02737;95.9;14.9;3;;;;;Zotu207;0.01287;0.02217;95.94;1.67;7.33;;
Zotu1931;0.01319;0.02188;96.24;0;7.92;;;;;;Zotu203;0.02099;0.02732;95.93;13.9;2.5;;;;;Zotu373;0.01287;0.02217;95.96;8.33;0.667;;
Zotu1181;0.01302;0.02158;96.26;8.14;0.333;;;;;;Zotu718;0.02097;0.0273;95.96;0;12.6;;;;;Zotu1920;0.01275;0.02197;95.98;6.92;6.08;;
Zotu163;0.01294;0.02145;96.28;5.57;3.67;;;;;;Zotu394;0.02081;0.02709;95.98;0.143;12.6;;;;;Zotu258;0.01271;0.02189;96.01;0.0833;7.67;;
Zotu1226;0.01292;0.02142;96.3;8.71;3.25;;;;;;Zotu653;0.02075;0.02701;96.01;13;2.5;;;;;Zotu589;0.01264;0.02177;96.03;0;7.58;;
Zotu1838;0.01286;0.02132;96.32;7.71;0;;;;;;Zotu323;0.02062;0.02683;96.04;3.43;12.8;;;;;Zotu279;0.01257;0.02165;96.05;0.75;8.08;;
Zotu809;0.01264;0.02096;96.35;0;7.58;;;;;;Zotu191;0.02054;0.02673;96.07;10.1;7.75;;;;;Zotu449;0.01236;0.02129;96.07;9.67;2.75;;
Zotu1500;0.01256;0.02083;96.37;8.29;1.75;;;;;;Zotu229;0.02002;0.02606;96.09;0.286;12.3;;;;;Zotu416;0.01234;0.02125;96.09;7.5;5.25;;
Zotu323;0.01218;0.0202;96.39;3.43;7.17;;;;;;Zotu532;0.01937;0.02521;96.12;3.71;13.7;;;;;Zotu70;0.01225;0.0211;96.11;1.5;7.25;;
Zotu2201;0.01214;0.02014;96.41;1;8;;;;;;Zotu592;0.01917;0.02495;96.14;0;11.5;;;;;Zotu2106;0.01225;0.0211;96.13;9.92;6.5;;
Zotu66;0.01212;0.0201;96.43;4.14;8.42;;;;;;Zotu2218;0.01875;0.0244;96.17;0;11.3;;;;;Zotu191;0.0122;0.02102;96.15;2.58;7.75;;
Zotu1648;0.01192;0.01978;96.45;2.86;9.08;;;;;;Zotu228;0.01865;0.02428;96.19;11.9;0.667;;;;;Zotu270;0.01218;0.02098;96.18;0.75;7.33;;
Zotu403;0.0119;0.01974;96.47;7.14;0;;;;;;Zotu994;0.01861;0.02422;96.21;0;11.2;;;;;Zotu2201;0.01218;0.02098;96.2;8;4;;
Zotu299;0.01188;0.01971;96.49;0.143;7.25;;;;;;Zotu227;0.01849;0.02407;96.24;1.43;12.2;;;;;Zotu1922;0.01197;0.02062;96.22;8.08;10.8;;
Zotu680;0.01177;0.01951;96.51;8.57;2.25;;;;;;Zotu29;0.01833;0.02386;96.26;8.86;15.5;;;;;Zotu32;0.01194;0.02058;96.24;9;6.5;;
Zotu317;0.01167;0.01935;96.53;7;0;;;;;;Zotu686;0.01812;0.02358;96.29;11.6;0.917;;;;;Zotu802;0.01194;0.02058;96.26;8.08;1.58;;
Zotu1920;0.01153;0.01912;96.54;0;6.92;;;;;;Zotu313;0.0181;0.02355;96.31;0.286;11;;;;;Zotu150;0.0119;0.0205;96.28;4.25;7.58;;
Zotu243;0.01153;0.01912;96.56;0;6.92;;;;;;Zotu65;0.01786;0.02324;96.33;7.43;7.17;;;;;Zotu804;0.01185;0.02042;96.3;6.25;3.67;;
Zotu397;0.01151;0.01908;96.58;7.57;0.667;;;;;;Zotu500;0.01776;0.02311;96.36;0.714;11.1;;;;;Zotu129;0.01181;0.02034;96.32;0.167;7.17;;
Zotu379;0.01143;0.01895;96.6;7.57;1;;;;;;Zotu2240;0.0176;0.02291;96.38;2.86;12.3;;;;;Zotu496;0.01178;0.0203;96.34;1.25;7.75;;
Zotu225;0.01139;0.01889;96.62;8;1.17;;;;;;Zotu258;0.01722;0.02242;96.4;5.29;7.67;;;;;Zotu614;0.01174;0.02022;96.36;8.08;5.75;;
Zotu169;0.01133;0.01879;96.64;7.86;1.25;;;;;;Zotu73;0.01692;0.02203;96.42;1.43;11.3;;;;;Zotu1648;0.01174;0.02022;96.38;9.08;2.58;;
Zotu1665;0.01129;0.01872;96.66;1;7.58;;;;;;Zotu58;0.0169;0.022;96.45;6.57;8;;;;;Zotu1046;0.0116;0.01998;96.4;7.5;0.583;;
Zotu1880;0.01119;0.01856;96.68;6.71;0;;;;;;Zotu600;0.01621;0.0211;96.47;0.143;9.75;;;;;Zotu1596;0.01157;0.01994;96.42;7.5;5.75;;
Zotu145;0.01115;0.01849;96.7;6.14;5.17;;;;;;Zotu998;0.01617;0.02105;96.49;9.86;0.583;;;;;Zotu644;0.0115;0.01982;96.44;3.5;4.92;;
Zotu377;0.01115;0.01849;96.71;6.57;0.667;;;;;;Zotu312;0.01593;0.02074;96.51;0.286;9.42;;;;;Zotu809;0.01123;0.01934;96.46;7.58;1.25;;
Zotu120;0.01107;0.01836;96.73;0.429;7;;;;;;Zotu407;0.01583;0.02061;96.53;0;9.5;;;;;Zotu1862;0.01123;0.01934;96.48;1.67;7.33;;
Zotu1596;0.01095;0.01816;96.75;1;7.5;;;;;;Zotu472;0.01569;0.02043;96.55;0;9.42;;;;;Zotu299;0.01113;0.01918;96.5;7.25;1.92;;
Zotu493;0.01095;0.01816;96.77;7.14;2;;;;;;Zotu1624;0.01528;0.01989;96.57;0;9.17;;;;;Zotu767;0.01102;0.01898;96.52;3.42;6.08;;
Zotu1131;0.01085;0.018;96.79;6.57;0.417;;;;;;Zotu1334;0.0149;0.01939;96.59;9;0.0833;;;;;Zotu1665;0.01083;0.01866;96.54;7.58;4.67;;
Zotu1909;0.01067;0.0177;96.8;6.86;0.667;;;;;;Zotu624;0.01444;0.0188;96.61;7.86;5.33;;;;;Zotu930;0.01069;0.01842;96.55;0.917;7;;
Zotu2239;0.01063;0.01764;96.82;0.286;6.67;;;;;;Zotu617;0.0144;0.01875;96.63;9.57;4;;;;;Zotu1891;0.01062;0.0183;96.57;6.83;0.5;;
