Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D21;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D24;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D21;Mean Cop_ctr_D24;
Zotu1279;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu2214;0.0002778;0.0003341;99.94;0;0.167;;;;Zotu342;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu2105;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1593;0.0002778;0.0003341;99.94;0;0.167;;;;Zotu333;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu775;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1575;0.0002778;0.0003341;99.94;0;0.167;;;;Zotu1341;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu785;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1568;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu315;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu2081;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1563;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu307;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu1513;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1111;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu304;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu938;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu2089;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu1673;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu1989;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1951;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu290;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu910;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1060;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu251;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu1994;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu979;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu242;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu1959;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1251;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu1410;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu866;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu1991;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu2267;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu201;0.0002652;0.0003388;99.96;0.0909;0.0833;;;;Zotu955;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu2248;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu798;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1955;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu1415;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu797;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1474;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu2234;0.0002546;0.0004685;99.93;0.0833;0.0833;
Zotu1921;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1026;0.0002778;0.0003341;99.95;0;0.167;;;;Zotu2176;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1454;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1223;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1441;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1450;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu673;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1279;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1223;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu399;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1273;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu740;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1720;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu2085;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu710;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu382;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu784;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu669;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu381;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1264;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu662;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu374;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1517;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1837;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu362;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu958;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu589;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu342;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu903;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu578;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu550;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1989;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu576;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu283;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1965;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1095;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu573;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1994;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu1767;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu274;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu866;0.0002546;0.0004685;99.94;0.0833;0.0833;
Zotu474;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu583;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1929;0.0001389;0.0002555;99.94;0;0.0833;
Zotu462;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu242;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu805;0.0001389;0.0002555;99.94;0;0.0833;
Zotu448;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1415;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu1456;0.0001389;0.0002555;99.94;0.0833;0;
Zotu1184;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1410;0.0002652;0.0003189;99.95;0.0909;0.0833;;;;Zotu780;0.0001389;0.0002555;99.94;0.0833;0;
Zotu433;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu1853;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu778;0.0001389;0.0002555;99.94;0;0.0833;
Zotu426;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu2234;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu775;0.0001389;0.0002555;99.94;0.0833;0;
Zotu422;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu221;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu774;0.0001389;0.0002555;99.94;0;0.0833;
Zotu419;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu2199;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu757;0.0001389;0.0002555;99.94;0;0.0833;
Zotu404;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu2197;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu1223;0.0001389;0.0002555;99.94;0;0.0833;
Zotu1726;0.0001515;0.0001936;99.96;0.0909;0;;;;Zotu2195;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu754;0.0001389;0.0002555;99.94;0;0.0833;
Zotu394;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1279;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu750;0.0001389;0.0002555;99.94;0.0833;0;
Zotu389;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu212;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu1109;0.0001389;0.0002555;99.94;0.0833;0;
Zotu382;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu795;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu733;0.0001389;0.0002555;99.94;0;0.0833;
Zotu362;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu990;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu1887;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1693;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1989;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu721;0.0001389;0.0002555;99.95;0;0.0833;
Zotu322;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1994;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu1884;0.0001389;0.0002555;99.95;0;0.0833;
Zotu310;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1496;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu1880;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1681;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu866;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu708;0.0001389;0.0002555;99.95;0.0833;0;
Zotu523;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu812;0.0002652;0.0003189;99.96;0.0909;0.0833;;;;Zotu698;0.0001389;0.0002555;99.95;0.0833;0;
Zotu295;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu798;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1434;0.0001389;0.0002555;99.95;0.0833;0;
Zotu1670;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1921;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1216;0.0001389;0.0002555;99.95;0.0833;0;
Zotu1328;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu775;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1868;0.0001389;0.0002555;99.95;0.0833;0;
Zotu1079;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1450;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu679;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1038;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu750;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1863;0.0001389;0.0002555;99.95;0;0.0833;
Zotu546;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1898;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu672;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1037;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu740;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1103;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1017;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu719;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu643;0.0001389;0.0002555;99.95;0.0833;0;
Zotu536;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu710;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1419;0.0001389;0.0002555;99.95;0.0833;0;
Zotu2272;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu669;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1840;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2269;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu663;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1417;0.0001389;0.0002555;99.95;0;0.0833;
Zotu598;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu601;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1838;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1100;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu589;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu622;0.0001389;0.0002555;99.95;0.0833;0;
Zotu2261;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu576;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1101;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2256;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu546;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu618;0.0001389;0.0002555;99.95;0.0833;0;
Zotu636;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1095;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu612;0.0001389;0.0002555;99.95;0;0.0833;
Zotu573;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1767;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1830;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2225;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu471;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1412;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1210;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu462;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1826;0.0001389;0.0002555;99.95;0.0833;0;
Zotu1853;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu448;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu596;0.0001389;0.0002555;99.95;0.0833;0;
Zotu663;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu433;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1822;0.0001389;0.0002555;99.95;0.0833;0;
Zotu221;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1184;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu592;0.0001389;0.0002555;99.95;0.0833;0;
Zotu2208;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu426;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu585;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2199;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu422;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu582;0.0001389;0.0002555;99.95;0.0833;0;
Zotu2197;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu419;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1201;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2195;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1726;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1811;0.0001389;0.0002555;99.95;0.0833;0;
Zotu501;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu501;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu570;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2187;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1387;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu566;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1033;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu393;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu1807;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1142;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu389;0.0001515;0.0001822;99.96;0.0909;0;;;;Zotu560;0.0001389;0.0002555;99.95;0;0.0833;
Zotu719;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu523;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu552;0.0001389;0.0002555;99.95;0.0833;0;
Zotu731;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1008;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu549;0.0001389;0.0002555;99.95;0;0.0833;
Zotu2113;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu541;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1399;0.0001389;0.0002555;99.95;0;0.0833;
Zotu1277;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1693;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1796;0.0001389;0.0002555;99.96;0;0.0833;
Zotu2101;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu325;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu538;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1133;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1681;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1393;0.0001389;0.0002555;99.96;0;0.0833;
Zotu2058;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1667;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu520;0.0001389;0.0002555;99.96;0.0833;0;
Zotu990;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1038;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1785;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1502;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1328;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu511;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1248;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1037;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu510;0.0001389;0.0002555;99.96;0;0.0833;
Zotu888;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1017;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu491;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1244;0.0001515;0.0001936;99.97;0.0909;0;;;;Zotu1100;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu489;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1970;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2269;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1382;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1118;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu627;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1190;0.0001389;0.0002555;99.96;0.0833;0;
Zotu885;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu643;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu479;0.0001389;0.0002555;99.96;0;0.0833;
Zotu875;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu636;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu476;0.0001389;0.0002555;99.96;0;0.0833;
Zotu873;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2238;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu470;0.0001389;0.0002555;99.96;0;0.0833;
Zotu855;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu1073;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1187;0.0001389;0.0002555;99.96;0.0833;0;
Zotu854;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu1210;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu453;0.0001389;0.0002555;99.96;0;0.0833;
Zotu852;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2225;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu445;0.0001389;0.0002555;99.96;0.0833;0;
Zotu846;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu676;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu438;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1115;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2208;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu457;0.0001389;0.0002555;99.96;0;0.0833;
Zotu95;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2200;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu430;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1387;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2187;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1369;0.0001389;0.0002555;99.96;0.0833;0;
Zotu831;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2185;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu421;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1939;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu2182;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1734;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1937;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu1033;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu460;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1936;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu598;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu415;0.0001389;0.0002555;99.96;0.0833;0;
Zotu2019;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu1142;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu412;0.0001389;0.0002555;99.96;0;0.0833;
Zotu812;0.0001515;0.0001936;99.98;0.0909;0;;;;Zotu1141;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1727;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1229;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu731;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1362;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1920;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2131;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu480;0.0001389;0.0002555;99.96;0.0833;0;
Zotu790;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2113;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu382;0.0001389;0.0002555;99.96;0;0.0833;
Zotu192;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1277;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu495;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1111;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu780;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu494;0.0001389;0.0002555;99.96;0.0833;0;
Zotu1456;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2105;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu500;0.0001389;0.0002555;99.96;0.0833;0;
Zotu772;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu785;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1176;0.0001389;0.0002555;99.96;0.0833;0;
Zotu762;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2101;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu366;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1109;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2081;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu502;0.0001389;0.0002555;99.96;0.0833;0;
Zotu726;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2058;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1706;0.0001389;0.0002555;99.96;0;0.0833;
Zotu1441;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1513;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu362;0.0001389;0.0002555;99.96;0;0.0833;
Zotu708;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1502;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1351;0.0001389;0.0002555;99.96;0;0.0833;
Zotu705;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1248;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu503;0.0001389;0.0002555;99.96;0.0833;0;
Zotu698;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu938;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu351;0.0001389;0.0002555;99.97;0.0833;0;
Zotu1434;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu910;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu349;0.0001389;0.0002555;99.97;0;0.0833;
Zotu1216;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1970;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1349;0.0001389;0.0002555;99.97;0.0833;0;
Zotu1868;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu888;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1008;0.0001389;0.0002555;99.97;0.0833;0;
Zotu675;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1118;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1696;0.0001389;0.0002555;99.97;0.0833;0;
Zotu1856;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu885;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1692;0.0001389;0.0002555;99.97;0.0833;0;
Zotu1423;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1499;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu524;0.0001389;0.0002555;99.97;0.0833;0;
Zotu635;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu875;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1083;0.0001389;0.0002555;99.97;0;0.0833;
Zotu618;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu873;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu530;0.0001389;0.0002555;99.97;0.0833;0;
Zotu1829;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1959;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu320;0.0001389;0.0002555;99.97;0;0.0833;
Zotu1826;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu959;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu317;0.0001389;0.0002555;99.97;0;0.0833;
Zotu596;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu855;0.0001515;0.0001822;99.97;0.0909;0;;;;Zotu1082;0.0001389;0.0002555;99.97;0;0.0833;
Zotu1822;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu854;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu305;0.0001389;0.0002555;99.97;0.0833;0;
Zotu592;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu852;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu301;0.0001389;0.0002555;99.97;0;0.0833;
Zotu1811;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu846;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1336;0.0001389;0.0002555;99.97;0;0.0833;
Zotu555;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1115;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1334;0.0001389;0.0002555;99.97;0;0.0833;
Zotu545;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu831;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1039;0.0001389;0.0002555;99.97;0;0.0833;
Zotu520;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1939;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu284;0.0001389;0.0002555;99.97;0;0.0833;
Zotu1787;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1937;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1667;0.0001389;0.0002555;99.97;0.0833;0;
Zotu500;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu1936;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1662;0.0001389;0.0002555;99.97;0;0.0833;
Zotu489;0.0001389;0.0001775;99.98;0;0.0833;;;;Zotu2256;0.0001515;0.0001822;99.98;0.0909;0;;;;Zotu1163;0.0001389;0.0002555;99.97;0;0.0833;
